Id,Code,Name,Retired,North Limit,South Limit,West Limit,East Limit
1319,cpn,Cherepon,,6.128,5.969,-0.216,-0.003
1320,cps,Capiznon,,11.614,11.298,122.741,123.194
1321,cpu,Ashéninka, Pichis,,-9.897,-10.962,-75.057,-74.148
1322,cpx,Chinese, Pu-Xian,,25.775,25.025,118.392,119.575
1323,cpy,Ashéninka, South Ucayali,,-11.221,-11.221,-73.001,-73.001
1324,cqd,Miao, Chuanqiandian Cluster,,22.5638,22.5638,101.95,101.95
1325,cqu,Quechua, Chilean,,-22.805,-24.563,-68.533,-66.988
1326,cra,Chara,,6.803,6.471,36.311,36.527
1327,crc,Lonwolwol,,-16.193,-16.265,167.912,168.12
1328,crd,Coeur d'Alene,,47.481,47.137,-116.997,-116.433
1329,crf,Caramanta,,5.624,5.624,-75.877,-75.877
1330,crg,Michif,,48.892,48.78,-99.937,-99.66
1331,crh,Crimean Tatar,,43.914,39.551,27.602,66.982
1332,cri,Sãotomense,,1.701,0.106,6.47,7.466
1333,crj,Cree, Southern East,,52.198,49.596,-78.904,-73.678
1334,crk,Cree, Plains,,58.762,47.898,-121.952,-94.602
1335,crl,Cree, Northern East,,55.328,52.153,-79.108,-77.658
1336,crm,Cree, Moose,,51.307,50.973,-80.922,-80.46
1337,crn,Cora, El Nayar,,22.716,22.142,-104.929,-104.006
1338,cro,Crow,,45.794,45.034,-108.73,-107.018
1339,crq,Chorote, Iyo'wujwa,,-21.667,-22.767,-63.083,-61.554
1340,crs,Seselwa Creole French,,-3.712,-11.573,46.199,56.28
1341,crt,Chorote, Iyojwa'ja,,-22.003,-22.378,-63.492,-62.985
1342,crv,Chaura,,8.471,8.441,93.023,93.043
1343,crw,Chrau,,11.223,10.481,106.905,107.681
1344,crx,Carrier,,55.082,53.931,-125.788,-122.667
1345,cry,Cori,,9.582,9.209,7.741,8.162
1346,crz,Cruzeño,,34.0465,34.0465,-119.864,-119.864
1347,csa,Chinantec, Chiltepec,,18.101,18.021,-96.249,-96.187
1348,csb,Kashubian,,54.45,54.212,18.34,18.892
1349,csc,Catalan Sign Language,,41.635,41.635,-1.97,-1.97
1350,csd,Chiangmai Sign Language,,18.866,18.859,99.035,99.043
1351,cse,Czech Sign Language,,50.012,50.012,14.4774,14.4774
1352,csf,Cuba Sign Language,,22.061,22.061,-79.209,-79.209
1353,csg,Chilean Sign Language,,-32.781,-32.781,-70.6698,-70.6698
1354,csh,Chin, Asho,,22.355,19.923,92.314,94.892
1355,csi,Miwok, Coast,,38.3285,38.3285,-122.994,-122.994
1356,csk,Jola-Kasa,,12.793,12.342,-16.793,-16.314
1357,csl,Chinese Sign Language,,30.9063,30.9063,121.569,121.569
1358,csm,Miwok, Central Sierra,,38.224,37.943,-120.361,-120.153
1359,csn,Colombian Sign Language,,5.33532,5.33532,-75.4464,-75.4464
1360,cso,Chinantec, Sochiapam,,17.862,17.732,-96.666,-96.55
1361,csq,Croatia Sign Language,,45.502,45.502,16.796,16.796
1362,csr,Costa Rican Sign Language,,9.8943,9.8943,-84.118,-84.118
1363,css,Ohlone, Southern,,36.364,36.364,-121.177,-121.177
1364,cst,Ohlone, Northern,,36.364,36.364,-121.177,-121.177
1365,csw,Cree, Swampy,,62.403,54.407,-113.745,-93.87
1366,csy,Chin, Siyin,,23.953,23.754,93.582,93.795
1367,csz,Coos,,43.487,43.377,-124.251,-124.121
1368,cta,Chatino, Tataltepec,,16.352,16.239,-97.588,-97.475
1369,ctc,Chetco,,42.747,42.626,-124.452,-124.3
1370,ctd,Chin, Tedim,,24.183,23.225,92.994,94.255
1371,cte,Chinantec, Tepinapa,,17.746,17.563,-96.194,-96.093
1372,ctg,Chittagonian,,20.831,20.831,93.1695,93.1695
1373,ctl,Chinantec, Tlacoatzintepec,,17.927,17.792,-96.59,-96.446
1374,ctm,Chitimacha,,30.3386,30.3386,-90.9123,-90.9123
1375,ctn,Chhintange,,26.987,26.939,87.158,87.222
1376,cto,Emberá-Catío,,8.316,6.711,-77.505,-75.354
1377,ctp,Chatino, Western Highland,,16.369,16.033,-97.483,-97.166
1378,cts,Bicolano, Northern Catanduanes,,14.101,13.786,124.123,124.418
1380,ctu,Chol,,17.557,17.396,-92.349,-92.18
1381,ctz,Chatino, Zacatepec,,16.133,16.027,-97.366,-97.247
1382,cua,Cua,,15.316,15.001,108.204,108.657
1383,cub,Cubeo,,1.629,0.803,-71.452,-69.615
1384,cuc,Chinantec, Usila,,17.988,17.865,-96.475,-96.34
1385,cug,Cung,,6.624,6.568,10.36,10.461
1386,cuh,Gichuka,,-0.158,-0.464,37.32,37.903
1387,cui,Cuiba,,6.743,5.541,-70.941,-69.246
1388,cuj,Mashco Piro,,-11.197,-12.28,-71.175,-70.558
1389,cuk,Kuna, San Blas,,9.567,8.22,-79.282,-77.333
1390,cul,Kulina,,-5.322,-10.026,-71.549,-67.44
1391,cum,Cumeral,,2.83332,2.83332,-69.5,-69.5
1392,cuo,Cumanagoto,,10.209,10.209,-63.018,-63.018
1393,cup,Cupeño,,33.3148,33.3148,-116.515,-116.515
1394,cuq,Cun,,19.394,19.165,108.67,108.922
1395,cur,Chhulung,,26.94,26.884,87.17,87.257
1396,cut,Cuicatec, Teutila,,17.99,17.822,-96.744,-96.585
1397,cuu,Tai Ya,,23.635,23.507,101.816,101.981
1398,cuv,Cuvok,,10.691,10.585,13.953,14.048
1399,cuw,Chukwa,,27.387,27.329,86.949,87.015
1400,cux,Cuicatec, Tepeuxila,,17.905,17.654,-96.936,-96.639
1401,cvg,Chug,,27.7686,27.7686,92.1838,92.1838
1402,cvn,Chinantec, Valle Nacional,,17.817,17.761,-96.346,-96.292
1403,cwa,Kabwa,,-1.623,-1.794,34.289,34.495
1404,cwb,Maindo,,-18.153,-18.728,36.349,36.839
1405,cwd,Cree, Woods,,62.403,54.407,-113.745,-93.87
1406,cwe,Kwere,,-5.682,-6.797,38.146,38.897
1407,cwg,Cheq Wong,,3.955,3.526,101.94,102.222
1408,cwt,Kuwaataay,,12.55,12.426,-16.798,-16.699
1409,cya,Chatino, Nopala,,16.227,15.97,-97.222,-97.046
1410,cyb,Cayubaba,,-13.2482,-13.2482,-65.4822,-65.4822
1411,cym,Welsh,,53.434,-45.239,-69.51,-3.119
1412,cyo,Cuyonon,,11.427,10.165,118.932,121.242
1413,czh,Chinese, Huizhou,,30.443,28.652,116.895,119.569
1414,czn,Chatino, Zenzontepec,,16.612,16.408,-97.562,-97.349
1415,czo,Chinese, Min Zhong,,26.549,25.446,116.896,117.855
1416,czt,Chin, Zotung,,22.924,22.165,93.129,93.451
1417,daa,Dangaléat,,12.283,12.008,18.153,18.617
1418,dac,Dambi,,-6.996,-7.015,146.454,146.494
1419,dad,Marik,,-5.289,-5.404,145.504,145.677
1420,dae,Duupa,,8.657,8.428,13.323,13.586
1421,daf,Dan (retired),true,8.507,6.237,-9.002,-7.37
1422,dag,Dagbani,,10.274,8.707,-1.306,0.441
1423,dah,Gwahatike,,-5.613,-5.692,146.405,146.505
1424,dai,Day,,8.909,8.345,17.338,17.966
1425,daj,Daju, Dar Fur,,12.386,11.21,25.047,29.107
1426,dak,Dakota,,53.315,42.588,-106.763,-94.884
1427,dal,Dahalo,,-2.068,-2.336,40.221,40.519
1429,dan,Danish,,57.748,54.562,8.076,15.159
1430,dao,Chin, Daai,,21.219,20.286,92.878,94.157
1431,dap,Nisi (retired),true,28.0,26.747,92.64,93.617
1432,daq,Maria, Dandami,,19.201,18.103,81.03,81.689
1433,dar,Dargwa,,44.768,42.075,45.818,48.032
1434,das,Daho-Doo,,5.955,5.529,-7.463,-7.249
1435,dau,Daju, Dar Sila,,12.94,11.606,21.098,22.763
1436,dav,Dawida,,-3.145,-4.551,38.062,39.083
1437,daw,Davawenyo,,7.739,6.993,125.555,126.602
1438,dax,Dayi,,-11.98,-14.257,135.619,136.974
1439,daz,Dao,,-2.999,-3.484,136.215,136.627
1440,dba,Bangi Me,,14.845,14.765,-3.802,-3.739
1441,dbb,Deno,,10.668,10.595,10.356,10.523
1442,dbd,Dadiya,,9.673,9.579,11.254,11.463
1443,dbe,Dabe,,-2.026,-2.077,139.091,139.142
1444,dbf,Edopi,,-2.995,-3.257,137.265,137.51
1445,dbg,Dogon, Dogul Dom,,14.76,14.413,-3.717,-3.42
1446,dbi,Doka,,10.277,10.184,7.903,8.019
1447,dbj,Ida'an,,5.75,4.92,117.854,119.176
1448,dbl,Dyirbal,,-17.189,-17.732,145.273,145.816
1449,dbm,Duguri,,10.207,9.342,9.156,10.788
1450,dbn,Duriankere,,-1.383,-1.396,130.917,130.934
1451,dbo,Dulbu,,10.246,10.148,9.868,10.027
1452,dbp,Duwai,,12.912,12.706,11.187,11.486
1453,dbq,Daba,,10.539,10.022,13.312,14.03
1454,dbr,Dabarre,,2.526,0.757,42.811,43.85
1455,dbu,Dogon, Bondum Dom,,15.076,14.685,-3.708,-2.944
1456,dbv,Dungu,,10.559,10.428,8.144,8.247
1457,dby,Dibiyaso,,-7.718,-7.947,142.451,143.107
1458,dcc,Deccan,,19.656,17.679,74.185,77.249
1459,dcr,Negerhollands,,18.3416,18.3416,-64.8922,-64.8922
1460,ddd,Dongotono,,4.728,4.098,32.917,33.569
1461,dde,Doondo,,-4.097,-4.504,13.172,13.956
1462,ddg,Fataluku,,-8.328,-8.691,126.856,127.345
1463,ddi,Goodenough, West,,-9.334,-9.457,150.1,150.235
1464,ddj,Jaru,,-16.615,-18.994,126.996,129.528
1465,ddn,Dendi,,12.197,11.362,3.025,3.76
1466,ddo,Dido,,42.435,42.025,45.606,46.013
1467,dds,Dogon, Donno So,,14.513,14.173,-3.686,-3.344
1468,ddw,Dawera-Daweloor,,-7.696,-7.785,129.98,130.09
1469,dec,Dagik,,10.612,10.549,29.891,29.99
1470,ded,Dedua,,-6.272,-6.489,147.537,147.716
1471,dee,Dewoin,,6.657,6.424,-11.02,-10.795
1472,def,Dezfuli,,32.515,32.2,48.738,49.017
1473,deg,Degema,,4.79,4.678,6.76,6.859
1474,deh,Dehwari,,29.834,27.501,64.578,66.94
1475,dei,Demisa,,-2.288,-2.849,136.271,137.117
1476,dek,Dek,,11.0183,11.0183,14.4833,14.4833
1477,dem,Dem,,-3.68,-3.763,137.464,137.801
1478,dep,Delaware, Pidgin,,38.569,38.569,-75.463,-75.463
1479,der,Deori,,27.002,26.748,93.549,93.862
1480,des,Desano,,1.447,0.234,-70.148,-69.004
1481,deu,German, Standard,,55.04,45.693,5.735,24.203
1482,dev,Domung,,-5.782,-5.85,146.636,146.727
1483,dez,Dengese,,-2.339,-3.597,20.644,22.195
1484,dga,Dagaare, Southern,,11.005,10.009,-2.946,-2.1
1485,dgb,Dogon, Bunoge,,14.43,14.43,-3.49,-3.49
1486,dgc,Agta, Casiguran Dumagat,,16.939,15.709,121.281,122.476
1487,dgd,Dagaari Dioula,,11.685,11.389,-2.487,-2.086
1488,dge,Degenan,,-5.686,-5.727,146.555,146.589
1489,dgg,Doga,,-9.609,-9.651,149.621,149.87
1490,dgh,Dghwede,,11.085,11.028,13.72,13.837
1491,dgi,Dagara, Northern,,11.342,9.799,-3.376,-2.649
1492,dgk,Dagba,,7.751,6.851,17.482,18.725
1493,dgn,Dagoman,,-15.764,-15.764,132.379,132.379
1494,dgo,Dogri,,33.174,31.486,74.65,76.772
1495,dgr,Dogrib,,64.235,62.272,-117.384,-114.032
1496,dgs,Dogoso,,10.107,9.974,-4.422,-4.294
1497,dgu,Degaru,,25.0461,25.0461,86.7694,86.7694
1498,dgx,Doghoro,,-9.09,-9.166,148.684,148.848
1499,dgz,Daga,,-9.777,-10.275,148.932,149.594
1500,dha,Dhanwar (retired),true,23.0613,23.0613,83.1644,83.1644
1501,dhd,Dhundari,,26.473,26.473,76.198,76.198
1502,dhg,Dhangu,,-11.545,-12.002,135.57,136.119
1503,dhi,Dhimal,,26.751,26.606,87.572,87.857
1504,dhl,Dhalandji,,-21.647,-22.699,114.378,115.496
1505,dhm,Zemba,,-15.607,-19.351,11.978,14.737
1506,dhn,Dhanki,,21.002,20.544,73.56,73.924
1507,dho,Dhodia,,21.353,20.789,73.073,73.476
1508,dhr,Dhargari,,-23.702,-24.601,114.227,115.467
1509,dhs,Dhaiso,,-4.773,-4.851,38.799,38.837
1510,dhu,Dhurga,,-35.412,-35.412,150.134,150.134
1511,dhv,Dehu,,-20.674,-21.314,167.006,167.593
1512,dia,Dia,,-3.296,-3.504,142.143,142.354
1513,dib,Dinka, South Central,,7.763,5.868,28.932,31.672
1514,dic,Dida, Lakota,,6.272,5.49,-5.897,-4.915
1515,did,Didinga,,4.519,3.853,33.463,33.911
1516,dif,Dieri,,-28.1667,-28.1667,138,138
1517,dig,Chidigo,,-4.072,-5.316,38.622,39.676
1518,dih,Kumiai,,33.205,31.893,-116.795,-115.947
1519,dii,Dimbong,,4.881,4.767,10.945,11.032
1520,dij,Dai,,-7.527,-7.57,129.653,129.72
1521,dik,Dinka, Southwestern,,9.627,6.943,26.447,29.676
1522,dil,Dilling,,12.155,11.39,29.468,29.762
1523,dim,Dime,,6.439,5.831,36.223,36.443
1524,dio,Dibo,,9.419,8.452,5.965,6.781
1525,dip,Dinka, Northeastern,,12.219,8.913,30.124,33.554
1526,diq,Dimli,,38.662,38.577,39.509,39.769
1527,dir,Dirim,,7.972,7.633,11.417,11.874
1528,dis,Dimasa,,25.599,25.197,92.85,93.511
1529,dit,Dirari,,-28.473,-29.107,137.762,138.393
1530,diu,Diriku,,-17.545,-19.254,20.166,22.425
1531,div,Maldivian,,8.315,-0.693,72.684,73.706
1532,diw,Dinka, Northwestern,,10.294,9.522,28.144,30.456
1533,dix,Dixon Reef,,-16.241,-16.382,167.445,167.586
1534,diy,Diuwe,,-4.988,-5.354,139.323,139.587
1535,diz,Ding,,-3.68,-4.83,18.657,20.119
1536,djb,Djinba,,-12.478,-13.475,134.593,135.341
1537,djc,Daju, Dar Daju,,12.93,11.929,18.336,19.263
1538,djd,Djamindjung,,-14.777,-15.31,129.495,130.504
1539,dje,Zarma,,15.66,9.36,0.166,5.425
1540,djf,Djangun,,-16.678,-17.138,144.645,145.22
1541,dji,Djinang,,-12.077,-12.761,134.375,135.265
1542,djj,Djeebbana,,-11.9,-12.123,134.005,134.188
1543,djk,Eastern Maroon Creole,,4.66,4.443,-55.0,-54.905
1544,djl,Djiwarli (retired),true,-23.943,-24.268,116.743,117.235
1545,djm,Dogon, Jamsay,,15.097,13.722,-3.128,-1.634
1546,djn,Djauan,,-13.299,-14.61,132.283,133.72
1547,djo,Jangkang,,0.5,0.072,110.342,110.953
1548,djr,Djambarrpuyngu,,-11.986,-12.074,135.552,135.628
1549,dju,Kapriman,,-4.422,-4.623,143.027,143.455
1550,djw,Djawi,,-16.338,-16.608,123.09,123.396
1551,dka,Dakpakha,,27.436,27.328,91.756,91.893
1552,dkk,Dakka,,-3.316,-3.357,119.206,119.264
1553,dkl,Dogon, Kolum So (retired),true,14.67,14.117,-4.11,-3.649
1554,dkr,Kuijau,,5.547,5.352,116.03,116.187
1555,dks,Dinka, Southeastern,,7.412,5.922,30.716,31.854
1556,dkx,Mazagway,,10.301,10.034,13.577,13.798
1557,dlg,Dolgan,,73.765,68.216,85.446,108.767
1558,dln,Darlong,,24.04,23.937,91.262,91.394
1559,dma,Duma,,-0.846,-0.993,12.888,13.121
1560,dmc,Dimir,,-4.775,-4.877,145.617,145.734
1561,dme,Dugwor,,10.775,10.729,14.18,14.247
1562,dmg,Kinabatangan, Upper,,5.5,5.15,116.645,117.157
1563,dmk,Domaaki,,36.345,36.306,74.768,74.829
1564,dml,Dameli,,35.351,35.236,71.622,71.74
1565,dmm,Dama,,8.735,8.711,14.051,14.069
1566,dmo,Kemezung,,6.776,6.622,10.436,10.561
1567,dmr,Damar, East,,-7.098,-7.384,128.544,128.698
1568,dms,Dampelas,,0.871,0.45,120.025,120.413
1569,dmu,Tebi,,-3.573,-3.678,140.706,140.831
1570,dmv,Dumpas,,5.981,5.867,117.334,117.504
1571,dmx,Dema,,-15.549,-15.834,32.541,33.005
1572,dmy,Sowari,,-2.32,-2.417,140.119,140.213
1573,dna,Dani, Upper Grand Valley,,-3.892,-4.011,138.751,139.051
1574,dnd,Daonda,,-3.273,-3.364,141.178,141.261
1575,dne,Ndendeule,,-9.873,-10.95,35.354,36.667
1576,dng,Dungan,,43.035,42.429,74.435,78.522
1577,dni,Dani, Lower Grand Valley,,-4.104,-4.376,138.732,139.253
1578,dnk,Dengka,,-10.733,-10.858,122.838,123.053
1579,dnn,Dzùùngoo,,11.511,10.786,-5.135,-4.808
1580,dnr,Danaru,,-5.501,-5.577,145.394,145.519
1581,dnt,Dani, Mid Grand Valley,,-3.968,-4.213,138.752,139.138
1582,dnu,Danau,,20.544,20.447,96.929,97.067
1583,dnw,Dani, Western,,-3.369,-4.177,137.613,138.82
1584,dny,Dení,,-6.506,-7.031,-68.973,-67.089
1585,doa,Dom,,-6.004,-6.11,144.826,144.963
1586,dob,Dobu,,-9.58,-9.983,150.713,151.294
1587,doc,Dong, Northern,,27.644,26.539,108.811,109.597
1588,doe,Doe,,-6.109,-6.42,38.366,38.615
1589,dof,Domu,,-10.1,-10.207,148.381,148.519
1590,doh,Dong,,8.718,8.515,11.894,12.091
1591,dok,Dondo,,0.978,0.664,120.382,121.033
1592,dol,Doso,,-7.808,-7.908,142.603,142.709
1593,don,Toura,,-9.051,-9.129,146.939,147.037
1594,doo,Dongo,,3.094,2.651,29.683,30.241
1595,dop,Lukpa,,9.89,9.13,1.318,2.223
1596,doq,Dominican Sign Language,,18.8798,18.8798,-71.1722,-71.1722
1597,dor,Dori'o,,-9.035,-9.193,160.797,160.996
1598,dos,Dogosé,,10.746,9.799,-4.587,-3.712
1599,dot,Dass,,10.035,9.843,9.377,9.66
1600,dov,Dombe,,-18.325,-18.441,26.448,26.564
1601,dow,Doyayo,,8.93,8.355,12.8,13.353
1602,dox,Bussa,,5.841,5.667,37.098,37.305
1603,doy,Dompo,,8.182,8.182,-2.295,-2.295
1604,doz,Dorze,,6.398,6.198,37.446,37.665
1605,dpp,Papar,,5.631,5.537,115.541,115.619
1606,drb,Dair,,12.578,12.369,30.547,30.81
1607,drd,Darmiya,,29.943,29.794,80.482,80.626
1608,dre,Dolpo,,29.623,28.863,82.948,83.637
1609,drg,Rungus,,7.016,6.662,116.626,117.256
1610,dri,C'lela,,11.763,11.063,4.918,5.613
1611,drl,Darling,,-31.451,-33.996,141.466,143.924
1612,drn,Damar, West,,-7.066,-7.18,128.52,128.651
1613,dro,Melanau, Daro-Matu,,2.806,2.321,111.385,111.686
1614,drq,Dura,,28.173,28.173,84.435,84.435
1615,drr,Dororo,,-8.30556,-8.30556,157.767,157.767
1616,drs,Gedeo,,6.448,5.97,38.037,38.442
1617,drt,Drents,,53.204,52.611,5.955,7.076
1618,dru,Rukai,,23.0,22.688,120.626,121.062
1619,dry,Darai,,27.966,27.786,84.003,84.269
1620,dsb,Sorbian, Lower,,51.712,51.606,13.839,14.042
1621,dse,Sign Language of the Netherlands,,52.1251,52.1251,4.91133,4.91133
1622,dsh,Daasanach,,5.144,4.281,35.656,36.526
1623,dsi,Disa,,10.456,9.972,19.033,19.398
1624,dsl,Danish Sign Language,,55.8257,55.8257,12.3187,12.3187
1625,dsn,Dusner,,-2.712,-2.758,134.394,134.42
1626,dso,Desiya,,18.965,18.965,82.646,82.646
1627,dsq,Tadaksahak,,18.029,14.961,0.411,4.242
1628,dta,Daur,,50.047,46.831,82.871,125.462
1629,dtb,Kadazan, Labuk-Kinabatangan,,6.036,5.133,116.798,118.215
1630,dti,Dogon, Ana Tinga,,14.6669,14.6669,-3.1168,-3.1168
1631,dtk,Dogon, Tene Kan,,14.383,13.78,-3.738,-3.005
1632,dtm,Dogon, Tomo Kan,,14.313,13.4,-4.305,-3.016
1633,dtp,Dusun, Central,,6.45,5.5,116.093,117.269
1634,dtr,Lotud,,6.239,6.045,116.14,116.324
1635,dts,Dogon, Toro So,,14.591,14.179,-3.412,-2.788
1636,dtt,Dogon, Toro Tegu,,15.183,14.946,-2.462,-1.987
1637,dtu,Dogon, Tebul Ure,,14.66,14.66,-3.1,-3.1
1638,dua,Duala,,4.439,3.881,9.32,9.917
1639,dub,Dubli,,21.736,20.978,72.907,73.529
1640,duc,Duna,,-5.243,-5.636,142.12,142.829
1641,dud,Hun-Saare,,11.325,9.829,4.725,5.478
1642,due,Agta, Umiray Dumaget,,15.812,14.656,121.282,121.734
1643,duf,Dumbea,,-21.924,-22.234,166.01,166.96
1644,dug,Chiduruma,,-3.57,-4.649,38.995,39.649
1645,duh,Dungra Bhil,,22.306,22.306,73.187,73.187
1646,dui,Dumun,,-5.503,-5.603,146.046,146.119
1647,duj,Dhuwal,,-11.002,-13.123,135.258,136.833
1648,duk,Duduela,,-5.374,-5.492,145.596,145.687
1649,dul,Agta, Alabat Island,,14.145,14.092,121.985,122.044
1650,dun,Dusun Deyah,,-1.687,-2.36,115.34,115.816
1651,duo,Agta, Dupaninan,,18.58,17.102,121.931,122.445
1652,dup,Duano,,1.849,1.44,102.852,103.498
1653,duq,Dusun Malang,,0.005,-1.45,114.95,115.834
1654,dur,Dii,,8.643,7.34,13.297,14.68
1655,dus,Dumi,,27.511,27.386,86.719,86.795
1656,duu,Drung,,28.374,27.525,98.134,98.855
1657,duv,Duvle,,-2.99,-3.369,137.836,138.093
1658,duw,Dusun Witu,,-1.242,-1.711,114.74,115.171
1659,dux,Duungooma,,11.208,10.785,-6.188,-5.53
1660,duy,Agta, Dicamay,,17.8846,17.8846,121.606,121.606
1661,duz,Duli,,9.11241,9.11241,13.4232,13.4232
1662,dva,Duau,,-9.939,-10.193,151.143,151.292
1663,dwa,Diri,,11.26,11.083,9.178,9.469
1665,dwr,Dawro,,6.57645,6.57645,37.1381,37.1381
1666,dww,Dawawa,,-10.059,-10.257,149.918,150.08
1667,dya,Dyan,,11.603,10.738,-3.682,-2.752
1668,dyb,Dyaberdyaber,,-16.899,-17.422,122.144,122.902
1669,dyd,Dyugun,,-17.727,-18.037,122.171,122.645
1670,dyg,Agta, Villa Viciosa,,17.471,17.471,120.638,120.638
1671,dyi,Senoufo, Djimini,,8.935,7.83,-4.991,-3.921
1672,dym,Dogon, Yanda Dom,,14.63,14.63,-3.15,-3.15
1673,dyn,Dyangadi,,-30.616,-31.067,152.33,152.875
1674,dyo,Jola-Fonyi,,13.281,12.44,-16.761,-15.659
1675,dyu,Jula,,13.414,8.65,-5.495,-3.666
1676,dyy,Dyaabugay,,-16.455,-16.771,145.267,145.51
1677,dza,Tunzuii,,10.207,9.342,9.156,10.788
1678,dzd,Daza,,10.171,10.075,10.399,10.574
1679,dzg,Dazaga,,20.851,12.698,10.219,24.0
1680,dzl,Dzalakha,,28.089,27.48,91.06,91.688
1681,dzn,Dzando,,2.362,2.109,18.83,19.174
1682,dzo,Dzongkha,,28.195,26.769,85.321,90.541
1683,ebg,Ebughu,,4.873,4.788,7.953,8.073
1685,ebo,Teke, Eboo,,-1.892,-3.053,14.91,17.84
1686,ebr,Ebrié,,5.6,5.261,-4.332,-3.732
1687,ebu,Kiembu,,-0.16,-0.94,37.25,37.937
1688,ecs,Ecuadorian Sign Language,,-1.24999,-1.24999,-79.1666,-79.1666
1689,eee,E,,24.962,24.715,108.973,109.152
1690,efa,Efai,,4.671,4.538,8.223,8.342
1691,efe,Efe,,3.171,0.735,28.29,30.294
1692,efi,Efik,,5.263,4.691,8.105,8.658
1693,ega,Ega,,5.58,5.543,-5.442,-5.393
1694,egl,Emilian,,44.3536,44.3536,11.5794,11.5794
1695,ego,Eggon,,8.861,8.532,8.313,8.6
1696,ehu,Ehueun,,7.541,7.419,5.499,5.666
1697,eip,Eipomek,,-4.141,-4.583,139.943,140.146
1698,eit,Eitiep,,-3.484,-3.546,142.507,142.604
1699,eiv,Askopan,,-6.09,-6.355,155.174,155.441
1700,eja,Jola-Felupe,,12.414,12.175,-16.718,-16.309
1701,eka,Ekajuk,,6.57,6.331,8.409,8.692
1702,eke,Ekit,,4.808,4.698,7.769,8.015
1703,ekg,Ekari,,-3.421,-4.193,135.021,137.014
1704,eki,Eki,,5.187,5.113,8.094,8.178
1706,ekm,Elip,,4.597,4.36,11.115,11.271
1707,eko,Koti,,-16.153,-16.517,39.637,39.939
1708,ekp,Ekpeye,,5.18,4.907,6.362,6.706
1709,ekr,Yace,,6.9,6.753,8.723,8.959
1710,eky,Kayah, Eastern,,18.976,18.574,97.671,97.831
1711,ele,Elepi,,-3.713,-3.771,143.91,143.951
1712,elh,El Hugeirat,,12.078,11.818,28.46,28.72
1713,eli,Nding,,10.311,10.243,30.68,30.781
1714,elk,Elkei,,-3.422,-3.482,142.042,142.143
1715,ell,Greek,,47.474,31.124,15.681,37.741
1716,elm,Eleme,,4.766,4.694,7.206,7.328
1717,elo,El Molo,,2.899,2.714,36.67,36.843
1718,elp,Elpaputih (retired),true,-3.078,-3.078,128.263,128.263
1719,elu,Elu,,-1.973,-2.019,147.079,147.122
1720,ema,Emai-Iuleha-Ora,,7.318,6.848,5.734,5.956
1721,emb,Embaloh,,1.587,0.363,112.193,113.252
1722,eme,Emerillon,,3.458,3.155,-53.885,-52.239
1723,emg,Meohang, Eastern,,27.529,27.493,87.095,87.132
1724,emi,Mussau-Emira,,-1.319,-1.696,149.502,150.023
1725,emk,Maninkakan, Eastern,,12.503,9.374,-12.076,-7.947
1726,emn,Eman,,6.291,6.147,9.639,9.772
1727,emo,Emok,,-24.9202,-24.9202,-57.8892,-57.8892
1728,emp,Emberá, Northern,,9.017,5.657,-78.647,-76.215
1729,ems,Yupik, Pacific Gulf,,61.33,57.303,-157.713,-145.339
1730,emu,Muria, Eastern,,20.242,20.081,80.777,81.002
1731,emw,Emplawas,,-8.008,-8.055,129.692,129.75
1733,ena,Apali,,-5.074,-5.313,144.839,145.207
1734,enb,Markweeta,,1.271,0.995,35.479,35.694
1735,enc,En,,22.851,22.826,106.152,106.181
1736,end,Ende,,-8.593,-8.926,121.379,121.73
1737,enf,Enets, Forest,,70.195,68.902,86.549,88.856
1738,eng,English,,60.846,-52.361,-163.191,168.0
1739,enh,Enets, Tundra,,71.41,69.892,83.369,84.112
1740,enn,Engenni,,5.25,5.044,6.324,6.423
1741,eno,Enggano,,-5.287,-5.516,102.093,102.397
1742,enq,Enga,,-4.99,-5.949,143.116,144.255
1743,enr,Emem,,-3.436,-3.903,140.807,141.0
1744,enu,Enu,,22.95,22.95,101.85,101.85
1745,env,Enwan,,7.192,7.133,6.024,6.124
1746,eot,Beti,,5.365,5.179,-3.368,-3.205
1747,epi,Epie,,5.122,4.915,6.248,6.381
1748,epo,Esperanto,,49.3273,49.3273,2.81045,2.81045
1750,erg,Sie,,-18.687,-19.0,168.988,169.345
1751,erh,Eruwa,,5.263,5.102,5.882,6.214
1752,eri,Ogea,,-5.317,-5.442,145.658,145.762
1753,erk,Efate, South,,-17.585,-17.83,168.159,168.594
1754,ero,Horpa,,31.457,29.718,101.196,102.351
1755,err,Erre,,-12.226,-12.342,132.84,132.896
1756,ers,Ersu,,29.754,28.758,102.022,102.405
1757,ert,Eritai,,-2.555,-2.841,137.877,138.228
1758,erw,Erokwanas,,-2.762,-2.889,132.62,132.789
1759,ese,Ese Ejja,,-10.594,-13.478,-69.309,-65.727
1760,esh,Eshtehardi,,35.7267,35.7267,50.3677,50.3677
1761,esi,Inuktitut, North Alaskan,,71.391,67.959,-166.838,-133.528
1762,esk,Inupiatun, Northwest Alaska,,68.219,64.325,-168.128,-155.471
1763,esl,Egypt Sign Language,,29.567,29.567,29.654,29.654
1764,esn,Salvadoran Sign Language,,13.7024,13.7024,-89.5988,-89.5988
1765,eso,Estonian Sign Language,,58.947,58.947,24.566,24.566
